"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance"
478.063402043676,-0.588255118062316,0.0999615686534788,-5.88481279341992,3.98504799889999e-09,9.31218687559045e-08,"TGME49_200230","Not significant"
3528.4797706713,0.315400625989504,0.0692441505606953,4.55490642076753,5.24089040857627e-06,6.26748835331503e-05,"TGME49_200240","Not significant"
89482.2156000319,0.181974240177448,0.0505413656738731,3.60050105000463,0.000317604546105662,0.00227355648673525,"TGME49_200250","Not significant"
91.5817562844213,-0.101746044428605,0.157371934400432,-0.646532336380344,0.517934662384165,0.690466340083283,"TGME49_200260","Not significant"
3063.0143249617,0.0908381880433985,0.201849006577083,0.450030394421133,0.652688524709067,0.789360958199603,"TGME49_200270","Not significant"
216.339778277914,-0.804215285114667,0.220815076498895,-3.64203068860061,0.000270495816742591,0.0019604919623447,"TGME49_200280","Not significant"
5575.68994547725,0.330892827705525,0.0644465035688551,5.1343798248418,2.83075901538331e-07,4.67880738071079e-06,"TGME49_200290","Not significant"
117.698230020827,0.281721923949665,0.137821293317295,2.04411029071595,0.0409426527619766,0.118149628197443,"TGME49_200295","Not significant"
4228.28984280351,0.576774778023262,0.0738690534933428,7.80807050783779,5.80700990982702e-15,3.06640289524113e-13,"TGME49_200310","Not significant"
471.769870448804,0.202600421445026,0.107928039029926,1.87718060353945,0.0604933450162475,0.159513679723888,"TGME49_200320","Not significant"
2650.5042850377,-0.151383921525658,0.104673186127415,-1.44625311530486,0.148106220777222,0.308188277216061,"TGME49_200330","Not significant"
6.48215033587407,0.744308551652882,0.62126977397399,1.19804404275435,0.230899871391718,0.417632952437156,"TGME49_200340","Not significant"
63.597865873585,-0.285062065735184,0.182988668227754,-1.55781266947299,0.119277661786312,0.263577702621274,"TGME49_200350","Not significant"
2469.21037543974,0.559288162659173,0.25642545482823,2.18109455254284,0.0291764236845278,0.0917016750776484,"TGME49_200360","Not significant"
1056.93413176282,0.088524430633263,0.0973843425625552,0.909021186608094,0.363338942439314,0.556435457611394,"TGME49_200370","Not significant"
1.56406139130884,-0.273016912548864,1.20071553458482,-0.227378512799259,0.82012942704245,0.898584276570898,"TGME49_200375","Not significant"
2980.54645897289,0.119069592849463,0.118754469958954,1.00265356656147,0.316028040830445,0.510516493451168,"TGME49_200385","Not significant"
777.773047478673,-0.21875828889197,0.0809297122242146,-2.70306520163946,0.00687032680039386,0.0295605807094195,"TGME49_200400","Not significant"
275.61110087351,0.145103582330199,0.103919674663886,1.39630520206609,0.16262260795517,0.329486647889298,"TGME49_200410","Not significant"
32.6470304881978,-0.523586397674059,0.278957214640365,-1.8769415888708,0.0605260999761838,0.159513679723888,"TGME49_200430","Not significant"
274.827779303792,0.34125860653436,0.282430005360164,1.20829444484546,0.226934024494296,0.412847312569937,"TGME49_200440","Not significant"
274.490961152824,0.262893827436329,0.150334483213841,1.74872605284032,0.080338384381104,0.19809331163952,"TGME49_200450","Not significant"
980.93418317298,0.161221139775226,0.0750154479046575,2.14917252750571,0.0316207261750971,0.0971071545528284,"TGME49_200460","Not significant"
1415.60422205195,0.35856456265509,0.129500062293982,2.7688369897545,0.0056256774096202,0.0249716204667202,"TGME49_200470","Not significant"
231.063683869601,0.750367107645626,0.124738197775036,6.01553590664268,1.79292553905998e-09,4.37714274895804e-08,"TGME49_201110","Not significant"
481.777295907579,0.0467288834252032,0.0863996034612856,0.540846040412,0.588613705832961,0.743955028883064,"TGME49_201120","Not significant"
